,carat,cut,color,clarity,depth,table,length,width,height,price
9026,1.05,Very Good,G,SI2,62.6,62.0,6.45,6.49,4.05,4516
4701,1.13,Ideal,H,I1,62.2,55.0,6.65,6.69,4.15,3678
15142,0.94,Very Good,G,VVS1,63.3,57.0,6.21,6.14,3.91,6088
41278,0.27,Very Good,H,VVS2,62.5,55.0,4.12,4.16,2.59,504
29229,0.32,Very Good,F,VS1,62.3,55.0,4.38,4.42,2.74,696
32879,0.36,Premium,H,VS1,61.6,59.0,4.57,4.52,2.8,810
41266,0.31,Ideal,I,VS1,62.5,53.4,4.31,4.34,2.7,502
29087,0.34,Ideal,H,VS2,60.5,56.0,4.58,4.54,2.76,689
28570,0.3,Premium,H,VS1,62.0,58.0,4.28,4.24,2.64,675
40337,0.54,Very Good,J,VS2,63.0,57.0,5.17,5.21,3.27,1129
30064,0.3,Ideal,D,VS1,62.0,57.0,4.27,4.31,2.66,720
7072,0.33,Ideal,G,VS2,62.5,57.0,4.39,4.41,2.75,579
32935,0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,811
50361,0.77,Premium,F,SI2,61.6,58.0,5.9,5.88,3.63,2247
2937,0.77,Premium,D,VS2,61.8,58.0,5.84,5.81,3.6,3291
7221,0.89,Ideal,D,SI2,60.8,56.0,6.22,6.25,3.79,4192
37752,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,998
4943,0.8,Ideal,H,VVS1,61.8,57.0,5.93,5.89,3.65,3732
34229,0.4,Premium,E,SI2,62.9,58.0,4.74,4.7,2.97,855
45609,0.56,Ideal,H,VS1,62.2,55.3,5.26,5.31,3.28,1691
28100,0.31,Very Good,F,SI1,63.1,55.0,4.34,4.28,2.72,663
19240,1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,7976
202,0.7,Premium,E,SI1,60.5,58.0,5.77,5.74,3.48,2777
33970,0.37,Ideal,F,VS1,61.1,56.0,4.64,4.65,2.84,846
11791,1.03,Premium,F,SI1,60.9,61.0,6.54,6.5,3.97,5087
36921,0.41,Premium,G,VS1,60.0,61.0,4.86,4.77,2.89,961
11575,1.02,Very Good,F,SI1,62.1,63.0,6.48,6.36,3.99,5038
33178,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,818
49559,0.78,Very Good,I,SI2,60.6,60.0,5.91,5.93,3.59,2130
46950,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,526
5180,0.91,Ideal,E,SI2,62.5,56.0,6.16,6.19,3.86,3774
23525,1.2,Ideal,G,VVS2,61.0,56.0,6.86,6.88,4.19,11530
10418,1.01,Good,G,SI1,63.3,59.0,6.24,6.31,3.97,4781
22290,1.53,Ideal,E,SI2,61.2,57.0,7.42,7.46,4.55,10339
36598,0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9,947
17829,1.07,Ideal,E,VS2,60.0,56.0,6.64,6.62,3.98,7190
35675,0.42,Very Good,D,VS2,63.8,54.0,4.74,4.79,3.04,910
41000,0.39,Very Good,F,IF,59.9,59.0,4.78,4.84,2.88,1183
29291,0.31,Ideal,I,SI1,61.9,56.0,4.33,4.36,2.69,436
31974,0.26,Very Good,E,VS2,63.2,56.0,4.06,4.1,2.58,453
11920,1.22,Ideal,I,SI1,62.5,56.0,6.82,6.79,4.25,5124
30218,0.33,Ideal,E,VS2,61.8,55.0,4.45,4.48,2.76,723
50431,0.71,Ideal,F,SI1,62.5,57.0,5.68,5.74,3.57,2262
20231,1.5,Very Good,I,VS2,63.0,57.0,7.2,7.25,4.55,8662
27962,0.3,Very Good,E,VS2,62.4,56.0,4.26,4.33,2.68,658
44895,0.5,Very Good,E,VS2,63.5,58.0,5.07,5.04,3.21,1629
51656,0.3,Ideal,G,VS2,62.3,58.0,4.26,4.28,2.66,545
43947,0.31,Ideal,E,SI1,62.1,55.0,4.33,4.36,2.7,516
450,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76,2816
12729,1.03,Very Good,D,SI1,60.5,61.0,6.43,6.47,3.9,5313
3862,0.72,Ideal,G,VS1,60.4,57.0,5.81,5.84,3.52,3478
33801,0.4,Ideal,F,VS2,62.0,57.0,4.68,4.74,2.92,842
32467,0.36,Very Good,D,SI1,63.2,56.0,4.56,4.52,2.87,794
34215,0.39,Very Good,H,VVS2,62.1,58.0,4.63,4.65,2.88,855
33080,0.3,Premium,E,VS1,60.2,57.0,4.37,4.3,2.61,814
46006,0.57,Very Good,H,VVS2,60.2,56.0,5.41,5.44,3.27,1726
4841,0.92,Premium,H,SI1,59.0,59.0,6.36,6.31,3.74,3709
14499,1.23,Ideal,I,SI1,62.0,57.0,6.91,6.87,4.27,5855
14642,1.2,Good,D,SI1,63.5,55.0,6.7,6.78,4.28,5913
33255,0.32,Ideal,E,VS1,61.1,55.0,4.44,4.46,2.72,825
37203,0.34,Ideal,G,IF,62.1,54.0,4.48,4.5,2.79,974
52846,0.7,Ideal,E,SI1,60.2,57.0,5.78,5.82,3.49,2575
53246,0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24,2644
12597,1.09,Premium,F,SI1,60.9,59.0,6.59,6.64,4.03,5287
7775,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4284
19229,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,7966
14178,1.3,Premium,E,SI2,61.5,59.0,7.05,7.0,4.32,5751
34808,0.31,Ideal,F,VVS1,61.2,57.0,4.42,4.4,2.7,878
11953,1.05,Premium,D,SI2,58.9,58.0,6.74,6.67,3.95,5134
20229,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8662
22538,1.0,Ideal,F,VVS2,61.3,53.0,6.44,6.48,3.96,10577
16707,0.3,Good,H,SI1,63.4,58.0,4.26,4.29,2.71,421
22888,1.64,Ideal,F,SI2,61.4,57.0,7.59,7.55,4.65,10929
47773,0.51,Very Good,G,VVS2,63.4,57.0,5.09,5.06,3.22,1895
53711,0.71,Ideal,D,SI1,62.5,55.0,5.69,5.74,3.57,2719
41793,0.52,Premium,G,SI1,62.7,58.0,5.13,5.07,3.2,1249
22796,1.51,Very Good,H,VS2,63.5,60.0,7.27,7.24,4.61,10822
17220,1.21,Ideal,E,SI1,62.0,56.0,6.83,6.76,4.21,6887
15026,1.0,Premium,G,VS2,62.2,58.0,6.54,6.49,3.94,6048
16656,1.06,Ideal,G,VS2,62.2,56.0,6.51,6.54,4.06,6660
6081,1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,3971
52113,0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61,2462
21590,1.12,Ideal,D,VS1,61.1,57.0,6.68,6.75,4.1,9694
49713,0.5,Very Good,E,VVS1,62.1,56.0,5.06,5.11,3.16,2148
47912,0.56,Ideal,F,VS1,61.7,56.0,5.28,5.32,3.27,1915
36809,0.3,Ideal,G,IF,62.8,57.0,4.3,4.27,2.69,956
47523,0.57,Ideal,G,VS1,62.1,56.0,5.31,5.34,3.3,1868
48495,0.57,Ideal,D,VS2,61.8,55.0,5.32,5.34,3.29,1981
6032,0.33,Very Good,I,VS1,59.9,62.0,4.48,4.57,2.71,575
9494,1.05,Ideal,G,SI2,61.8,57.0,6.51,6.57,4.04,4608
10751,0.99,Very Good,F,SI2,61.2,56.0,6.4,6.45,3.93,4852
23242,1.59,Ideal,E,SI2,62.3,55.0,7.52,7.48,4.67,11251
36071,0.4,Premium,D,SI1,63.0,57.0,4.7,4.66,2.95,924
33951,0.23,Very Good,F,VVS2,61.0,59.0,3.93,3.97,2.41,465
2384,0.32,Premium,E,SI1,62.3,58.0,4.37,4.4,2.73,561
43140,0.42,Ideal,D,VS1,61.8,57.0,4.82,4.79,2.97,1388
41961,0.23,Very Good,E,VVS2,61.4,62.0,3.9,3.95,2.41,505
9957,1.11,Premium,F,SI1,60.4,58.0,6.68,6.66,4.03,4699
751,0.77,Premium,F,SI1,60.8,59.0,5.92,5.86,3.58,2856
46195,0.5,Ideal,F,VS2,60.9,57.0,5.14,5.16,3.14,1749
31955,0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,452
42616,0.32,Ideal,H,VS2,62.0,55.0,4.39,4.42,2.73,505
43078,0.5,Premium,F,SI1,59.6,60.0,5.15,5.12,3.06,1378
39508,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1080
35354,0.42,Ideal,D,SI2,62.4,57.0,4.81,4.78,2.99,898
44374,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1580
27049,0.27,Very Good,E,SI1,60.6,57.0,4.19,4.25,2.55,646
17807,1.0,Ideal,F,VS1,61.4,56.0,6.46,6.51,3.98,7177
10535,1.0,Very Good,E,SI1,63.4,58.0,6.29,6.26,3.98,4805
47480,0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,1861
45193,0.51,Ideal,G,VS1,61.9,56.0,5.1,5.14,3.17,1656
19973,1.52,Premium,I,SI1,61.2,60.0,7.41,7.36,4.52,8521
28402,0.35,Very Good,G,SI1,63.4,56.0,4.5,4.46,2.84,669
9000,0.91,Very Good,E,SI1,62.5,61.0,6.1,6.19,3.84,4512
9507,0.9,Premium,D,SI1,62.2,60.0,6.14,6.08,3.8,4612
19028,0.3,Premium,H,VVS1,60.7,58.0,4.35,4.38,2.65,620
31600,0.2,Premium,D,VS2,62.3,60.0,3.73,3.68,2.31,367
49682,0.73,Good,I,VS2,63.7,58.0,5.69,5.64,3.61,2144
49271,0.6,Ideal,E,SI1,62.3,55.0,5.45,5.4,3.38,2090
28018,0.3,Ideal,E,VS2,62.0,56.0,4.3,4.34,2.68,658
30472,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,732
32939,0.37,Ideal,E,VS2,62.5,56.0,4.58,4.61,2.87,811
53573,0.7,Ideal,E,VS2,62.8,57.0,5.71,5.62,3.56,2697
4883,0.97,Good,J,VS2,60.0,56.0,6.4,6.46,3.86,3717
8694,0.91,Premium,G,VS1,62.2,58.0,6.22,6.12,3.85,4459
2493,0.91,Ideal,F,SI2,61.7,55.0,6.27,6.2,3.85,3196
35305,0.36,Premium,G,SI2,59.3,59.0,4.62,4.66,2.75,473
18905,1.52,Premium,J,VS2,62.0,59.0,7.28,7.31,4.52,7758
51343,0.75,Very Good,E,SI2,59.0,58.0,5.95,5.99,3.52,2363
2068,0.32,Premium,G,VS2,61.5,60.0,4.4,4.42,2.71,561
20185,1.52,Ideal,D,SI2,62.7,56.0,7.35,7.28,4.59,8631
7712,0.33,Premium,H,VS1,59.2,58.0,4.5,4.55,2.68,579
37683,0.38,Ideal,G,VVS1,61.9,56.0,4.67,4.7,2.9,993
17168,1.06,Ideal,D,VS2,62.5,54.0,6.53,6.6,4.1,6856
22203,1.21,Premium,F,VS1,61.9,58.0,6.82,6.76,4.2,10245
46873,0.53,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21,1813
49158,0.5,Ideal,G,VVS1,62.2,56.0,5.12,5.1,3.18,2070
32925,0.42,Ideal,D,SI1,61.9,57.0,4.77,4.82,2.97,810
45696,0.51,Very Good,H,SI1,61.0,55.0,5.18,5.21,3.17,1698
52879,0.78,Ideal,G,SI1,62.8,56.0,5.88,5.84,3.68,2583
44551,0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,1605
12634,1.0,Premium,F,SI1,60.7,60.0,6.4,6.36,3.87,5292
37648,0.41,Very Good,H,VVS1,61.7,58.0,4.74,4.79,2.94,991
33116,0.31,Ideal,D,VS2,62.1,55.0,4.38,4.32,2.7,816
15953,1.24,Premium,I,VVS2,62.7,58.0,6.85,6.89,4.31,6383
18841,1.51,Very Good,H,SI2,60.4,59.0,7.27,7.3,4.4,7723
32405,0.37,Premium,F,SI1,61.5,59.0,4.62,4.59,2.83,791
50605,0.7,Premium,G,SI1,61.6,61.0,5.7,5.63,3.49,2285
35836,0.43,Ideal,I,VVS1,61.1,57.0,4.86,4.9,2.98,916
4814,0.71,Ideal,F,VS1,61.0,56.0,5.77,5.8,3.53,3701
8313,1.0,Good,H,SI1,61.2,62.0,6.32,6.36,3.88,4389
52900,0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586
52199,0.71,Premium,E,SI1,60.3,58.0,5.78,5.76,3.48,2479
15076,1.12,Ideal,I,VS1,60.9,57.0,6.7,6.73,4.09,6060
49210,0.55,Ideal,E,VS1,61.1,55.0,5.33,5.3,3.25,2079
17600,1.18,Ideal,D,SI1,61.9,55.0,6.76,6.8,4.2,7087
36976,0.4,Very Good,D,VS1,63.2,60.0,4.65,4.69,2.95,963
51625,0.7,Premium,E,SI1,61.2,62.0,6.65,5.73,3.48,2396
36859,0.42,Ideal,E,VS2,61.8,57.0,4.77,4.81,2.96,958
53810,0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2733
28756,0.31,Very Good,E,VS2,61.0,59.0,4.33,4.39,2.66,680
1960,0.79,Premium,F,VS2,60.7,60.0,5.95,5.97,3.62,3089
51923,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2437
51854,0.7,Premium,F,SI1,61.0,59.0,5.75,5.69,3.49,2423
47298,0.3,Very Good,I,SI1,61.4,58.0,4.3,4.33,2.65,394
12297,1.21,Ideal,I,SI1,62.4,55.0,6.81,6.78,4.24,5218
16032,0.3,Premium,I,VS1,62.0,58.0,4.3,4.25,2.65,608
31447,0.4,Ideal,I,SI1,61.6,56.0,4.74,4.68,2.9,765
31196,0.32,Ideal,I,VVS1,61.7,55.0,4.4,4.39,2.71,756
47706,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,1884
31015,0.31,Very Good,E,VVS2,62.4,56.0,4.32,4.35,2.7,749
46834,0.67,Ideal,G,SI1,62.9,54.0,5.63,5.6,3.53,1809
17318,1.01,Very Good,F,VS2,60.5,59.0,6.51,6.54,3.95,6944
8601,1.03,Good,D,SI1,64.3,58.0,6.31,6.28,4.05,4441
4106,0.78,Ideal,F,VS1,61.6,56.0,5.9,5.92,3.64,3537
34816,0.36,Ideal,E,VS2,61.7,57.0,4.59,4.55,2.82,878
44010,0.51,Premium,G,VS2,61.2,60.0,5.17,5.12,3.15,1546
13791,1.19,Very Good,F,SI2,58.8,60.0,6.93,6.98,4.09,5622
50212,0.8,Good,D,SI2,64.0,60.0,5.91,5.81,3.75,2229
21127,1.58,Premium,F,SI2,62.3,60.0,7.42,7.38,4.61,9290
31664,0.33,Ideal,E,VS1,61.7,54.0,4.45,4.47,2.75,768
6379,0.25,Premium,E,VVS2,61.5,59.0,4.02,4.04,2.48,576
7301,0.9,Good,E,VS2,64.0,58.0,6.07,6.02,3.87,4203
17079,1.03,Ideal,F,VS2,61.4,58.0,6.49,6.51,3.99,6809
41300,0.38,Ideal,E,VVS1,61.8,56.0,4.67,4.62,2.87,1211
7359,1.0,Good,G,SI1,63.9,58.0,6.26,6.32,4.02,4218
37929,0.3,Premium,H,SI2,61.9,60.0,4.29,4.27,2.65,485
45203,0.51,Premium,G,VS1,61.1,58.0,5.12,5.19,3.15,1656
25686,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,643
21889,1.5,Very Good,D,SI2,59.8,63.0,7.44,7.38,4.43,9959
17733,1.18,Premium,G,VS2,62.3,62.0,6.72,6.69,4.18,7137
5296,1.01,Premium,E,SI2,59.5,60.0,6.59,6.53,3.9,3801
42807,0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9,1353
1806,0.79,Ideal,E,SI1,62.1,54.0,5.96,5.92,3.69,3053
43116,0.52,Good,H,VS2,63.6,57.0,5.1,5.05,3.23,1385
20305,1.24,Ideal,H,VS1,61.0,57.0,6.91,6.95,4.23,8719
49122,0.7,Good,H,SI1,63.8,58.0,5.59,5.66,3.59,2066
38939,0.4,Premium,E,VS1,60.3,58.0,4.8,4.82,2.9,1053
15106,1.21,Premium,E,SI2,61.9,60.0,6.78,6.73,4.18,6071
43335,0.56,Ideal,E,SI1,61.3,56.0,5.28,5.32,3.25,1405
16007,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93,6405
19418,1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24,8073
23314,2.0,Premium,G,SI2,61.7,60.0,7.95,7.9,4.89,11355
8611,0.84,Very Good,D,VS1,60.6,57.0,6.06,6.15,3.7,4443
6396,1.02,Premium,H,SI1,59.1,60.0,6.59,6.54,3.88,4037
52219,0.5,Ideal,D,VVS2,61.4,55.0,5.13,5.16,3.16,2482
36586,0.33,Ideal,G,IF,60.9,57.0,4.45,4.48,2.72,946
38010,0.31,Very Good,D,VVS2,60.5,56.0,4.38,4.41,2.66,1009
31690,0.4,Very Good,E,VS2,59.4,58.0,4.78,4.82,2.85,770
5867,0.81,Ideal,G,VS1,61.6,56.0,5.99,6.02,3.7,3923
45251,0.54,Good,E,VS2,63.3,55.0,5.2,5.26,3.31,1660
14587,1.0,Ideal,G,VS2,62.3,56.0,6.37,6.41,3.98,5887
17638,1.36,Premium,I,VS2,61.9,56.0,7.17,7.08,4.41,7104
40022,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1109
51008,0.74,Very Good,I,VS2,60.8,59.0,5.83,5.85,3.55,2327
35877,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
41847,0.51,Good,D,SI1,64.0,58.0,5.03,5.06,3.23,1255
48525,0.54,Ideal,G,VVS2,61.5,54.0,5.24,5.26,3.23,1985
42313,0.41,Premium,F,VVS1,61.8,59.0,4.74,4.77,2.94,1295
18924,1.42,Ideal,J,VVS2,61.9,55.0,7.19,7.24,4.47,7773
7772,1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93,4284
16844,1.5,Ideal,G,SI2,63.0,57.0,7.31,7.2,4.57,6720
20000,1.71,Premium,J,SI2,62.6,57.0,7.62,7.58,4.76,8540
34702,0.31,Ideal,F,IF,62.2,56.0,4.31,4.34,2.69,874
29152,0.37,Premium,E,VS2,61.0,59.0,4.6,4.65,2.82,692
39788,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1095
9016,1.2,Premium,J,SI1,60.7,60.0,6.88,6.92,4.19,4514
33704,0.3,Ideal,E,VVS1,62.1,56.0,4.3,4.33,2.68,838
51180,0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58,2347
6473,0.9,Ideal,F,SI1,62.5,56.0,6.13,6.16,3.84,4054
52999,0.71,Fair,D,VS2,64.4,56.0,5.63,5.58,3.61,2596
72,0.3,Premium,H,SI1,62.9,59.0,4.28,4.24,2.68,554
2556,0.9,Very Good,I,VS2,62.5,57.0,6.12,6.2,3.85,3209
38638,0.31,Ideal,H,VS2,61.9,55.0,4.35,4.38,2.7,489
33428,0.32,Ideal,G,VS1,60.5,56.0,4.44,4.42,2.68,828
29160,0.33,Premium,G,VS2,61.3,61.0,4.47,4.43,2.73,693
34385,0.41,Very Good,F,VS2,62.6,57.0,4.71,4.74,2.96,863
24382,0.38,Ideal,F,I1,62.5,57.0,4.64,4.61,2.89,638
53919,0.76,Ideal,I,VVS1,62.2,55.0,5.89,5.87,3.66,2753
40019,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1109
9570,1.01,Very Good,I,VS2,61.9,61.0,6.36,6.41,3.95,4626
36252,0.41,Good,E,VS1,63.5,54.0,4.71,4.74,3.0,935
5256,0.9,Good,G,VS2,63.9,61.0,6.01,5.97,3.83,3792
43220,0.38,Ideal,F,IF,62.2,55.0,4.66,4.64,2.89,1397
14050,0.32,Premium,H,VS2,62.7,58.0,4.35,4.33,2.72,605
34891,0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,879
33091,0.31,Ideal,D,VVS2,61.7,54.0,4.38,4.43,2.72,815
31207,0.32,Premium,D,SI1,60.2,58.0,4.43,4.4,2.66,756
20119,1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8583
32311,0.3,Very Good,G,VVS1,62.1,61.0,4.27,4.3,2.66,789
21723,1.86,Good,G,SI2,63.8,55.0,7.79,7.73,4.95,9791
16994,1.01,Premium,E,VS2,62.7,57.0,6.36,6.31,3.97,6787
29864,0.3,Very Good,D,VS2,62.4,56.0,4.27,4.32,2.68,710
50707,0.8,Premium,J,VS1,60.8,59.0,6.0,5.94,3.63,2292
1481,0.82,Ideal,I,VS1,61.6,57.0,6.0,6.05,3.71,2986
37768,0.41,Ideal,E,VS2,62.1,57.0,4.79,4.74,2.96,999
9117,1.01,Premium,F,SI2,61.7,60.0,6.36,6.42,3.94,4533
35403,0.32,Ideal,F,VS1,61.3,56.0,4.44,4.4,2.71,900
19541,1.55,Very Good,H,SI2,62.5,61.0,7.31,7.34,4.58,8174
11663,0.91,Premium,E,VS2,61.1,58.0,6.28,6.2,3.81,5055
11141,1.05,Premium,E,SI2,62.3,56.0,6.54,6.47,4.05,4939
48595,0.7,Very Good,H,SI2,63.1,55.0,5.71,5.66,3.59,1995
689,0.78,Ideal,I,VS1,61.5,57.0,5.88,5.92,3.63,2852
17910,1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
13271,1.0,Fair,G,VS2,63.7,55.0,6.28,6.21,3.98,5484
35325,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,898
44081,0.5,Very Good,E,VS1,61.6,59.0,5.06,5.14,3.14,1554
15261,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,6128
13031,0.41,Good,G,I1,63.8,56.0,4.74,4.7,3.01,600
51300,0.31,Ideal,G,VS2,62.0,57.0,4.34,4.37,2.7,544
5558,0.74,Ideal,D,VS2,61.8,56.0,5.79,5.82,3.59,3858
22585,1.35,Ideal,H,VVS1,61.9,57.0,7.06,7.09,4.38,10639
31343,0.27,Ideal,F,VVS2,62.7,55.0,4.1,4.12,2.58,760
44526,0.5,Ideal,G,VS2,62.2,54.1,5.07,5.12,3.17,1601
1659,0.9,Good,H,SI2,63.1,55.0,6.08,6.13,3.85,3024
416,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7,556
19999,1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,8538
32440,0.43,Very Good,F,SI1,62.9,59.0,4.79,4.84,3.03,792
10160,0.91,Premium,E,SI1,59.8,59.0,6.28,6.23,3.74,4729
43640,0.5,Good,F,VS2,63.6,58.0,5.05,5.02,3.2,1433
44366,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,1580
23045,1.51,Very Good,H,VS2,60.9,54.0,7.38,7.41,4.5,11077
32909,0.42,Ideal,D,SI1,62.0,55.0,4.83,4.84,3.0,810
2779,0.74,Ideal,H,VS1,61.0,55.0,5.86,5.88,3.58,3254
39619,0.3,Very Good,G,VS2,59.3,59.0,4.38,4.42,2.61,491
45410,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
6499,0.9,Premium,E,VS2,62.3,55.0,6.18,6.14,3.84,4062
33090,0.31,Ideal,D,VVS2,62.4,54.0,4.35,4.37,2.72,815
7039,1.02,Very Good,F,SI2,60.4,60.0,6.49,6.53,3.93,4162
48588,0.54,Premium,D,VS2,61.7,58.0,5.24,5.16,3.21,1993
46618,0.51,Ideal,D,VS2,62.3,55.0,5.12,5.19,3.21,1787
43688,0.5,Good,D,SI1,62.9,59.0,4.94,5.01,3.13,1436
43770,0.54,Premium,G,SI1,61.6,58.0,5.26,5.21,3.23,1439
10943,1.01,Good,F,SI1,63.8,59.0,6.29,6.32,4.02,4899
14120,1.24,Very Good,H,SI2,64.0,56.0,6.79,6.83,4.36,5725
25699,0.35,Premium,D,SI1,61.8,59.0,4.54,4.56,2.81,644
9613,1.0,Good,J,VVS1,63.5,59.0,6.29,6.34,4.01,4633
14654,1.5,Premium,G,I1,60.3,61.0,7.39,7.34,4.44,5914
44082,0.6,Very Good,F,SI1,62.4,56.0,5.37,5.4,3.36,1554
18501,1.3,Premium,H,VS2,62.4,58.0,6.92,6.95,4.33,7536
8452,1.07,Very Good,H,SI2,62.8,57.0,6.5,6.58,4.11,4413
44095,0.5,Ideal,E,SI1,61.2,56.0,5.12,5.15,3.14,1555
14497,0.9,Good,G,IF,61.8,61.0,6.12,6.17,3.8,5855
41151,0.45,Good,D,VS2,63.7,61.0,4.81,4.73,3.04,1197
8115,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,4350
12471,1.25,Premium,I,SI1,62.5,59.0,6.89,6.81,4.28,5250
15908,1.04,Good,G,VS1,63.8,57.0,6.42,6.37,4.08,6360
53563,0.71,Very Good,H,VVS2,63.0,56.0,5.63,5.68,3.56,2695
23379,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,631
47227,0.6,Ideal,D,SI1,62.3,57.0,5.42,5.37,3.36,1840
18148,1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,7353
4877,0.73,Ideal,E,VVS2,62.0,57.0,5.79,5.73,3.57,3714
13888,1.28,Very Good,I,SI2,62.6,58.0,6.87,6.89,4.32,5654
20381,0.31,Ideal,F,VS2,62.0,56.0,4.35,4.39,2.71,625
30206,0.38,Ideal,G,SI1,61.0,55.0,4.69,4.73,2.87,723
32759,0.34,Premium,I,VVS1,60.5,59.0,4.54,4.48,2.73,803
38755,0.43,Ideal,H,SI1,61.5,57.0,4.88,4.84,2.99,1045
21895,1.01,Very Good,D,VVS2,60.2,58.0,6.51,6.57,3.94,9965
45994,0.5,Ideal,E,VS1,62.3,55.0,5.12,5.09,3.18,1724
33796,0.32,Ideal,E,VVS2,61.5,57.0,4.4,4.41,2.71,842
5958,0.9,Good,F,SI1,63.3,60.0,6.09,6.11,3.86,3950
45479,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
28760,0.31,Ideal,E,VS2,60.9,57.0,4.34,4.36,2.65,680
28910,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,684
4977,0.9,Good,E,SI2,63.0,58.0,6.08,6.11,3.84,3736
28345,0.33,Ideal,F,VS2,61.2,54.0,4.47,4.49,2.74,666
24708,0.38,Ideal,G,SI1,61.9,56.0,4.64,4.67,2.88,639
33077,0.26,Premium,E,VVS1,60.9,59.0,4.12,4.09,2.5,814
53657,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,2706
23133,1.5,Premium,I,VVS1,62.4,60.0,7.32,7.29,4.56,11155
15592,1.05,Ideal,H,SI1,61.3,57.0,6.51,6.54,4.0,6255
39790,0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73,1095
40299,0.4,Premium,G,VS1,60.3,59.0,4.8,4.76,2.88,1125
5885,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927
49366,0.57,Ideal,D,VS2,61.7,56.0,5.3,5.37,3.29,2099
7521,1.01,Premium,H,SI2,61.1,59.0,6.54,6.46,3.97,4242
19210,1.01,Good,D,VS1,63.1,59.0,6.34,6.37,4.01,7955
52623,0.31,Very Good,I,VVS2,62.5,55.0,4.33,4.36,2.71,551
8480,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
12132,1.08,Premium,H,SI1,62.6,58.0,6.56,6.53,4.1,5171
6139,1.02,Ideal,H,I1,62.1,56.0,6.45,6.4,3.99,3987
21035,0.31,Very Good,F,VS2,62.7,57.0,4.3,4.34,2.71,625
18757,1.05,Very Good,E,VS1,59.8,59.0,6.57,6.75,3.98,7666
553,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2,2830
42354,0.38,Ideal,E,IF,61.4,55.0,4.68,4.7,2.88,1300
7014,0.9,Very Good,F,SI1,63.2,56.0,6.16,6.09,3.87,4158
